ReturnID,OrderDetailID,OrderID,UserID,ProductID,Name,CategoryName,SubcategoryName,OrderDate,ReturnDate,ReturnedQuantity,UnitPrice,ReturnAmount,ReturnReason,ReturnStatus,SimulatedBonusData
RET012440,OD090374,ORD030226,USR05540,39,Portable Accessories,Fashion & Apparel,Accessories,2023-09-19,2023-09-30,1,100.79,100.79,Changed mind,Refunded,True
RET012441,OD090446,ORD030250,USR05544,774,Deluxe Travel Accessories,Sports & Outdoors,Travel Accessories,2023-12-20,2023-12-25,1,63.0,63.0,Wrong size or fit,Refunded,True
RET012442,OD090504,ORD030270,USR05547,658,Ultra Haircare Products,Health & Beauty,Haircare Products,2023-01-23,2023-02-22,3,169.79,509.37,Wrong size or fit,Refunded,True
RET012443,OD090723,ORD030345,USR05559,632,Compact Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2023-07-11,2023-08-08,1,135.0,135.0,Changed mind,Refunded,True
RET012444,OD090727,ORD030347,USR05559,101,Portable Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2023-06-13,2023-06-18,1,18.0,18.0,Damaged item,Refunded,True
RET012445,OD090768,ORD030361,USR05561,562,Eco Nail Care,Health & Beauty,Nail Care,2023-04-19,2023-04-29,1,40.99,40.99,Damaged item,Refunded,True
RET012446,OD090803,ORD030370,USR05562,265,Pro Swimwear,Fashion & Apparel,Swimwear,2023-06-20,2023-07-19,2,144.99,289.98,Product did not meet expectations,Refunded,True
RET012447,OD090805,ORD030370,USR05562,313,Premium Headphones & Speakers,Technology & Gadgets,Headphones & Speakers,2023-06-20,2023-07-14,2,137.0,274.0,Product did not meet expectations,Refunded,True
RET012448,OD090937,ORD030416,USR05571,141,Advanced Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2023-02-20,2023-02-25,6,180.0,1080.0,Product did not meet expectations,Refunded,True
RET012449,OD090978,ORD030430,USR05575,183,Eco Accessories,Fashion & Apparel,Accessories,2023-07-07,2023-07-18,5,130.99,654.95,Product did not meet expectations,Refunded,True
RET012450,OD090991,ORD030433,USR05576,480,Eco Nail Care,Health & Beauty,Nail Care,2023-01-29,2023-02-03,1,75.79,75.79,Damaged item,Refunded,True
RET012451,OD091057,ORD030455,USR05579,759,Premium Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,2023-07-03,2023-07-25,1,31.99,31.99,Damaged item,Refunded,True
RET012452,OD091085,ORD030466,USR05582,624,Pro Bath & Body Products,Health & Beauty,Bath & Body Products,2023-09-03,2023-09-11,6,69.99,419.94,Product did not meet expectations,Refunded,True
RET012453,OD091110,ORD030475,USR05585,492,Advanced Bath & Body Products,Health & Beauty,Bath & Body Products,2023-06-12,2023-07-11,1,182.49,182.49,Wrong size or fit,Refunded,True
RET012454,OD091177,ORD030495,USR05590,722,Pro Yoga & Pilates Accessories,Sports & Outdoors,Yoga & Pilates Accessories,2023-01-07,2023-01-16,1,140.99,140.99,Damaged item,Refunded,True
RET012455,OD091248,ORD030521,USR05595,54,Portable Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2023-03-07,2023-03-15,1,12.79,12.79,Incorrect item received,Refunded,True
RET012456,OD091321,ORD030544,USR05599,615,Compact Beauty Tools & Brushes,Health & Beauty,Beauty Tools & Brushes,2023-08-25,2023-09-01,2,107.79,215.58,Wrong size or fit,Refunded,True
RET012457,OD091570,ORD030626,USR05616,634,Pro Haircare Products,Health & Beauty,Haircare Products,2023-06-29,2023-07-05,2,154.79,309.58,Changed mind,Refunded,True
RET012458,OD091677,ORD030665,USR05621,95,Deluxe Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2023-11-13,2023-12-03,1,108.0,108.0,Incorrect item received,Refunded,True
RET012459,OD091742,ORD030685,USR05624,197,Pro Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2023-02-08,2023-03-02,2,79.99,159.98,Damaged item,Refunded,True
RET012460,OD091743,ORD030685,USR05624,362,Classic Haircare Products,Health & Beauty,Haircare Products,2023-02-08,2023-03-09,2,198.0,396.0,Changed mind,Refunded,True
RET012461,OD091789,ORD030704,USR05626,95,Deluxe Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2023-07-26,2023-08-19,1,108.0,108.0,Damaged item,Refunded,True
RET012462,OD091818,ORD030715,USR05628,42,Premium Accessories,Fashion & Apparel,Accessories,2023-10-23,2023-11-07,1,137.79,137.79,Changed mind,Refunded,True
RET012463,OD091876,ORD030734,USR05631,120,Advanced Activewear,Fashion & Apparel,Activewear,2023-05-22,2023-06-03,1,59.49,59.49,Changed mind,Refunded,True
RET012464,OD091901,ORD030743,USR05632,34,Compact Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2023-09-27,2023-10-14,1,65.49,65.49,Wrong size or fit,Refunded,True
RET012465,OD092133,ORD030815,USR05646,770,Classic Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,2023-01-23,2023-01-30,2,160.49,320.98,Product did not meet expectations,Refunded,True
RET012466,OD092141,ORD030819,USR05646,374,Classic Oral Care,Health & Beauty,Oral Care,2023-03-04,2023-03-26,4,123.79,495.16,Damaged item,Refunded,True
RET012467,OD092170,ORD030827,USR05647,682,Pro Small Furniture,Home & Living,Small Furniture,2023-11-23,2023-12-13,1,146.0,146.0,Changed mind,Refunded,True
RET012468,OD092203,ORD030836,USR05648,183,Eco Accessories,Fashion & Apparel,Accessories,2023-11-19,2023-12-07,1,130.99,130.99,Damaged item,Refunded,True
RET012469,OD092499,ORD030935,USR05663,10,Eco Accessories,Fashion & Apparel,Accessories,2023-12-16,2023-12-20,4,152.49,609.96,Changed mind,Refunded,True
RET012470,OD092641,ORD030982,USR05672,21,Advanced Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2023-05-10,2023-05-26,1,30.0,30.0,Product did not meet expectations,Refunded,True
RET012471,OD092658,ORD030988,USR05672,718,Eco Fitness Equipment,Sports & Outdoors,Fitness Equipment,2023-10-27,2023-11-06,1,157.99,157.99,Incorrect item received,Refunded,True
RET012472,OD092875,ORD031064,USR05687,7,Premium Outerwear,Fashion & Apparel,Outerwear,2023-02-03,2023-02-11,2,76.99,153.98,Changed mind,Refunded,True
RET012473,OD092985,ORD031101,USR05692,314,Advanced Smartphones & Accessories,Technology & Gadgets,Smartphones & Accessories,2023-09-18,2023-10-17,1,17.49,17.49,Product did not meet expectations,Refunded,True
RET012474,OD093000,ORD031105,USR05695,120,Advanced Activewear,Fashion & Apparel,Activewear,2023-03-16,2023-04-15,3,59.49,178.47,Damaged item,Refunded,True
RET012475,OD093014,ORD031109,USR05695,183,Eco Accessories,Fashion & Apparel,Accessories,2023-03-20,2023-04-17,1,130.99,130.99,Changed mind,Refunded,True
RET012476,OD093383,ORD031226,USR05714,734,Premium Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,2023-01-19,2023-01-30,7,32.0,224.0,Damaged item,Refunded,True
RET012477,OD093495,ORD031262,USR05723,518,Portable Bath & Body Products,Health & Beauty,Bath & Body Products,2023-11-20,2023-12-05,2,25.79,51.58,Changed mind,Refunded,True
RET012478,OD093653,ORD031316,USR05733,749,Portable Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,2023-06-14,2023-07-13,1,176.49,176.49,Product did not meet expectations,Refunded,True
RET012479,OD093690,ORD031330,USR05735,674,Premium Wall Art,Home & Living,Wall Art,2023-07-15,2023-08-05,5,178.49,892.45,Product did not meet expectations,Refunded,True
RET012480,OD093773,ORD031357,USR05739,397,Eco Beauty Tools & Brushes,Health & Beauty,Beauty Tools & Brushes,2023-07-09,2023-07-20,1,194.0,194.0,Wrong size or fit,Refunded,True
RET012481,OD093976,ORD031429,USR05754,773,Deluxe Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2023-05-04,2023-05-13,1,179.0,179.0,Changed mind,Refunded,True
RET012482,OD094026,ORD031448,USR05758,464,Portable Bath & Body Products,Health & Beauty,Bath & Body Products,2023-08-02,2023-08-16,1,111.0,111.0,Wrong size or fit,Refunded,True
RET012483,OD094047,ORD031454,USR05759,286,Eco Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2023-12-13,2024-01-11,1,60.79,60.79,Changed mind,Refunded,True
RET012484,OD094079,ORD031463,USR05761,786,Portable Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2023-01-28,2023-02-27,2,93.99,187.98,Wrong size or fit,Refunded,True
RET012485,OD094178,ORD031492,USR05766,756,Portable Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2023-09-11,2023-09-25,2,24.79,49.58,Wrong size or fit,Refunded,True
RET012486,OD094412,ORD031565,USR05779,557,Eco Wellness Supplements,Health & Beauty,Wellness Supplements,2023-05-07,2023-05-26,4,11.79,47.16,Product did not meet expectations,Refunded,True
RET012487,OD094413,ORD031566,USR05779,602,Compact Bath & Body Products,Health & Beauty,Bath & Body Products,2023-08-11,2023-09-07,2,146.49,292.98,Damaged item,Refunded,True
RET012488,OD094444,ORD031576,USR05780,315,Compact Smart Home Devices,Technology & Gadgets,Smart Home Devices,2023-07-23,2023-08-12,3,12.49,37.47,Wrong size or fit,Refunded,True
RET012489,OD094516,ORD031601,USR05785,334,Portable Skincare Products,Health & Beauty,Skincare Products,2023-11-19,2023-12-14,2,95.99,191.98,Wrong size or fit,Refunded,True
RET012490,OD094552,ORD031613,USR05787,55,Ultra T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2023-01-07,2023-01-19,2,147.0,294.0,Wrong size or fit,Refunded,True
RET012491,OD094557,ORD031614,USR05787,29,Deluxe T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2023-02-18,2023-02-23,3,190.0,570.0,Product did not meet expectations,Refunded,True
RET012492,OD094581,ORD031622,USR05789,34,Compact Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2023-09-15,2023-09-18,2,65.49,130.98,Product did not meet expectations,Refunded,True
RET012493,OD094718,ORD031670,USR05797,280,Compact Formal Wear,Fashion & Apparel,Formal Wear,2023-02-13,2023-02-19,1,176.0,176.0,Product did not meet expectations,Refunded,True
RET012494,OD094738,ORD031678,USR05798,223,Advanced Swimwear,Fashion & Apparel,Swimwear,2023-09-03,2023-09-18,2,10.79,21.58,Changed mind,Refunded,True
RET012495,OD094759,ORD031685,USR05800,769,Eco Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2023-09-21,2023-10-07,3,66.0,198.0,Wrong size or fit,Refunded,True
RET012496,OD094783,ORD031693,USR05801,57,Eco Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2023-08-14,2023-09-06,1,122.99,122.99,Product did not meet expectations,Refunded,True
RET012497,OD094810,ORD031701,USR05804,15,Eco Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2023-05-11,2023-06-06,1,62.49,62.49,Damaged item,Refunded,True
RET012498,OD094859,ORD031719,USR05809,510,Portable Wellness Supplements,Health & Beauty,Wellness Supplements,2023-04-05,2023-04-09,1,82.99,82.99,Product did not meet expectations,Refunded,True
RET012499,OD094863,ORD031721,USR05809,239,Portable Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2023-03-18,2023-04-11,2,159.79,319.58,Wrong size or fit,Refunded,True
RET012500,OD094988,ORD031763,USR05816,773,Deluxe Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2023-10-22,2023-11-12,1,179.0,179.0,Changed mind,Refunded,True
RET012501,OD094989,ORD031763,USR05816,201,Eco T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2023-10-22,2023-11-01,5,172.99,864.95,Changed mind,Refunded,True
RET012502,OD095097,ORD031796,USR05822,261,Advanced Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2023-04-19,2023-04-28,2,93.79,187.58,Changed mind,Refunded,True
RET012503,OD095244,ORD031842,USR05829,176,Pro Outerwear,Fashion & Apparel,Outerwear,2023-08-31,2023-09-30,1,114.0,114.0,Changed mind,Refunded,True
RET012504,OD095340,ORD031875,USR05835,240,Premium Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2023-12-22,2024-01-20,1,150.79,150.79,Damaged item,Refunded,True
RET012505,OD095380,ORD031886,USR05838,573,Classic Haircare Products,Health & Beauty,Haircare Products,2023-03-01,2023-03-14,2,25.0,50.0,Product did not meet expectations,Refunded,True
RET012506,OD095474,ORD031915,USR05843,79,Eco Swimwear,Fashion & Apparel,Swimwear,2023-08-02,2023-08-29,2,19.79,39.58,Incorrect item received,Refunded,True
RET012507,OD095537,ORD031939,USR05847,680,Pro Decorative Items,Home & Living,Decorative Items,2023-07-12,2023-08-08,2,40.49,80.98,Changed mind,Refunded,True
RET012508,OD095604,ORD031959,USR05850,449,Compact Nail Care,Health & Beauty,Nail Care,2023-08-25,2023-09-17,1,185.49,185.49,Changed mind,Refunded,True
RET012509,OD095739,ORD032007,USR05861,126,Classic Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2023-07-21,2023-07-24,4,169.0,676.0,Wrong size or fit,Refunded,True
RET012510,OD095816,ORD032029,USR05866,96,Advanced Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2023-02-01,2023-02-14,4,45.0,180.0,Wrong size or fit,Refunded,True
RET012511,OD095904,ORD032063,USR05871,381,Portable Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2023-01-19,2023-01-24,2,72.0,144.0,Product did not meet expectations,Refunded,True
RET012512,OD096035,ORD032102,USR05877,466,Ultra Beauty Tools & Brushes,Health & Beauty,Beauty Tools & Brushes,2023-09-12,2023-09-24,2,147.49,294.98,Damaged item,Refunded,True
RET012513,OD096050,ORD032106,USR05878,394,Pro Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2023-04-19,2023-04-26,1,167.79,167.79,Changed mind,Refunded,True
RET012514,OD096052,ORD032106,USR05878,529,Deluxe Fragrances,Health & Beauty,Fragrances,2023-04-19,2023-05-11,2,25.99,51.98,Changed mind,Refunded,True
RET012515,OD096158,ORD032138,USR05882,170,Deluxe Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2023-06-04,2023-07-02,3,69.99,209.97,Product did not meet expectations,Refunded,True
RET012516,OD096163,ORD032141,USR05883,122,Eco Accessories,Fashion & Apparel,Accessories,2023-02-22,2023-02-27,1,102.49,102.49,Wrong size or fit,Refunded,True
RET012517,OD096174,ORD032144,USR05883,61,Deluxe Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2023-01-17,2023-02-01,1,44.0,44.0,Product did not meet expectations,Refunded,True
RET012518,OD096235,ORD032168,USR05887,314,Advanced Smartphones & Accessories,Technology & Gadgets,Smartphones & Accessories,2023-10-08,2023-11-02,1,17.49,17.49,Wrong size or fit,Refunded,True
RET012519,OD096374,ORD032218,USR05896,379,Compact Bath & Body Products,Health & Beauty,Bath & Body Products,2023-12-08,2023-12-15,1,164.79,164.79,Product did not meet expectations,Refunded,True
RET012520,OD096377,ORD032218,USR05896,157,Classic Swimwear,Fashion & Apparel,Swimwear,2023-12-08,2023-12-23,5,171.99,859.95,Wrong size or fit,Refunded,True
RET012521,OD096426,ORD032233,USR05901,5,Deluxe Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2023-08-03,2023-08-06,4,185.99,743.96,Damaged item,Refunded,True
RET012522,OD096427,ORD032233,USR05901,419,Premium Wellness Supplements,Health & Beauty,Wellness Supplements,2023-08-03,2023-08-27,1,27.49,27.49,Damaged item,Refunded,True
RET012523,OD096434,ORD032236,USR05901,628,Compact Haircare Products,Health & Beauty,Haircare Products,2023-06-21,2023-07-12,2,119.79,239.58,Changed mind,Refunded,True
RET012524,OD096436,ORD032236,USR05901,582,Classic Skincare Products,Health & Beauty,Skincare Products,2023-06-21,2023-06-25,5,43.79,218.95,Changed mind,Refunded,True
RET012525,OD096446,ORD032239,USR05902,33,Premium Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2023-11-23,2023-12-08,1,196.49,196.49,Damaged item,Refunded,True
RET012526,OD096544,ORD032269,USR05909,446,Portable Bath & Body Products,Health & Beauty,Bath & Body Products,2023-09-18,2023-10-06,1,80.0,80.0,Wrong size or fit,Refunded,True
RET012527,OD096625,ORD032295,USR05913,25,Ultra Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2023-12-20,2024-01-16,6,88.99,533.94,Product did not meet expectations,Refunded,True
RET012528,OD096737,ORD032330,USR05919,80,Advanced Outerwear,Fashion & Apparel,Outerwear,2023-11-23,2023-12-22,1,15.49,15.49,Changed mind,Refunded,True
RET012529,OD096845,ORD032363,USR05924,79,Eco Swimwear,Fashion & Apparel,Swimwear,2023-04-09,2023-04-15,3,19.79,59.37,Incorrect item received,Refunded,True
RET012530,OD096851,ORD032366,USR05925,593,Pro Wellness Supplements,Health & Beauty,Wellness Supplements,2023-05-04,2023-05-13,2,136.99,273.98,Product did not meet expectations,Refunded,True
RET012531,OD096884,ORD032375,USR05926,179,Eco Outerwear,Fashion & Apparel,Outerwear,2023-11-17,2023-12-07,3,45.49,136.47,Product did not meet expectations,Refunded,True
RET012532,OD096943,ORD032395,USR05928,321,Classic Computer Components,Technology & Gadgets,Computer Components,2023-04-22,2023-05-06,2,102.79,205.58,Changed mind,Refunded,True
RET012533,OD096963,ORD032402,USR05929,255,Advanced Swimwear,Fashion & Apparel,Swimwear,2023-03-18,2023-03-22,2,16.79,33.58,Wrong size or fit,Refunded,True
RET012534,OD097070,ORD032442,USR05934,761,Pro Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,2023-03-06,2023-03-11,2,80.0,160.0,Wrong size or fit,Refunded,True
RET012535,OD097254,ORD032496,USR05944,208,Advanced Activewear,Fashion & Apparel,Activewear,2023-05-16,2023-05-31,1,49.0,49.0,Changed mind,Refunded,True
RET012536,OD097352,ORD032528,USR05950,537,Premium Men's Grooming,Health & Beauty,Men's Grooming,2023-06-18,2023-06-28,4,90.99,363.96,Wrong size or fit,Refunded,True
RET012537,OD097460,ORD032565,USR05958,71,Deluxe Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2023-02-24,2023-03-24,1,36.49,36.49,Changed mind,Refunded,True
RET012538,OD097543,ORD032595,USR05964,74,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2023-04-23,2023-05-07,6,58.99,353.94,Product did not meet expectations,Refunded,True
RET012539,OD097549,ORD032597,USR05965,197,Pro Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2023-05-29,2023-06-14,3,79.99,239.97,Wrong size or fit,Refunded,True
RET012540,OD097610,ORD032618,USR05969,225,Eco Outerwear,Fashion & Apparel,Outerwear,2023-07-20,2023-08-09,1,152.99,152.99,Product did not meet expectations,Refunded,True
RET012541,OD097697,ORD032645,USR05975,69,Classic Outerwear,Fashion & Apparel,Outerwear,2023-09-27,2023-10-14,1,116.0,116.0,Damaged item,Refunded,True
RET012542,OD097798,ORD032679,USR05982,720,Eco Travel Accessories,Sports & Outdoors,Travel Accessories,2023-05-16,2023-06-04,3,131.79,395.37,Product did not meet expectations,Refunded,True
RET012543,OD097970,ORD032743,USR05995,283,Advanced T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2023-10-30,2023-11-23,7,139.79,978.53,Product did not meet expectations,Refunded,True
RET012544,OD097971,ORD032743,USR05995,522,Portable Haircare Products,Health & Beauty,Haircare Products,2023-10-30,2023-11-26,3,80.0,240.0,Changed mind,Refunded,True
RET012545,OD098019,ORD032760,USR05998,230,Premium Outerwear,Fashion & Apparel,Outerwear,2023-09-10,2023-10-05,1,105.49,105.49,Changed mind,Refunded,True
RET012546,OD098023,ORD032760,USR05998,48,Portable Activewear,Fashion & Apparel,Activewear,2023-09-10,2023-09-28,2,192.99,385.98,Wrong size or fit,Refunded,True
RET012547,OD098024,ORD032761,USR05998,129,Ultra Accessories,Fashion & Apparel,Accessories,2023-06-08,2023-07-04,2,136.79,273.58,Incorrect item received,Refunded,True
RET012548,OD098066,ORD032774,USR06001,291,Pro Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2023-01-31,2023-02-24,2,105.79,211.58,Wrong size or fit,Refunded,True
RET012549,OD098089,ORD032782,USR06003,520,Classic Makeup & Cosmetics,Health & Beauty,Makeup & Cosmetics,2023-02-17,2023-03-08,1,58.79,58.79,Incorrect item received,Refunded,True
RET012550,OD098147,ORD032800,USR06006,27,Compact Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2023-07-31,2023-08-04,2,21.49,42.98,Damaged item,Refunded,True
RET012551,OD098279,ORD032843,USR06015,680,Pro Decorative Items,Home & Living,Decorative Items,2023-10-31,2023-11-30,2,40.49,80.98,Damaged item,Refunded,True
RET012552,OD098290,ORD032847,USR06015,73,Portable Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2023-06-16,2023-06-22,7,17.49,122.43,Product did not meet expectations,Refunded,True
RET012553,OD098337,ORD032861,USR06017,274,Compact T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2023-02-04,2023-03-05,2,109.0,218.0,Incorrect item received,Refunded,True
RET012554,OD098338,ORD032861,USR06017,151,Pro Formal Wear,Fashion & Apparel,Formal Wear,2023-02-04,2023-02-17,1,53.79,53.79,Incorrect item received,Refunded,True
RET012555,OD098522,ORD032917,USR06028,365,Deluxe Men's Grooming,Health & Beauty,Men's Grooming,2023-09-19,2023-10-08,3,165.0,495.0,Damaged item,Refunded,True
RET012556,OD098572,ORD032935,USR06031,208,Advanced Activewear,Fashion & Apparel,Activewear,2023-07-11,2023-07-28,2,49.0,98.0,Product did not meet expectations,Refunded,True
RET012557,OD098649,ORD032959,USR06038,327,Compact Oral Care,Health & Beauty,Oral Care,2023-06-18,2023-06-23,1,29.0,29.0,Incorrect item received,Refunded,True
RET012558,OD098725,ORD032984,USR06043,707,Compact Storage Solutions,Home & Living,Storage Solutions,2023-03-22,2023-04-15,5,19.79,98.95,Wrong size or fit,Refunded,True
RET012559,OD098782,ORD033005,USR06046,623,Portable Bath & Body Products,Health & Beauty,Bath & Body Products,2023-10-04,2023-10-08,1,71.0,71.0,Wrong size or fit,Refunded,True
RET012560,OD099032,ORD033089,USR06066,132,Ultra Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2023-12-05,2023-12-14,1,67.79,67.79,Product did not meet expectations,Refunded,True
RET012561,OD099129,ORD033117,USR06071,409,Eco Oral Care,Health & Beauty,Oral Care,2023-01-03,2023-01-13,1,183.0,183.0,Changed mind,Refunded,True
RET012562,OD099277,ORD033167,USR06080,63,Classic Swimwear,Fashion & Apparel,Swimwear,2023-08-03,2023-09-01,1,158.99,158.99,Product did not meet expectations,Refunded,True
RET012563,OD099294,ORD033172,USR06081,135,Pro Swimwear,Fashion & Apparel,Swimwear,2023-09-14,2023-10-13,3,173.79,521.37,Wrong size or fit,Refunded,True
RET012564,OD099306,ORD033175,USR06081,51,Ultra Swimwear,Fashion & Apparel,Swimwear,2023-04-05,2023-04-24,6,119.49,716.94,Product did not meet expectations,Refunded,True
RET012565,OD099395,ORD033202,USR06087,301,Deluxe Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2023-11-11,2023-12-09,3,16.0,48.0,Changed mind,Refunded,True
RET012566,OD099552,ORD033256,USR06095,39,Portable Accessories,Fashion & Apparel,Accessories,2023-03-24,2023-04-01,3,100.79,302.37,Changed mind,Refunded,True
RET012567,OD099764,ORD033330,USR06107,732,Premium Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2023-04-10,2023-04-22,2,21.49,42.98,Changed mind,Refunded,True
RET012568,OD099770,ORD033332,USR06108,743,Compact Camping Gear,Sports & Outdoors,Camping Gear,2023-10-10,2023-10-26,3,130.49,391.47,Incorrect item received,Refunded,True
RET012569,OD099861,ORD033364,USR06113,451,Premium Beauty Tools & Brushes,Health & Beauty,Beauty Tools & Brushes,2023-12-03,2023-12-23,1,29.49,29.49,Changed mind,Refunded,True
RET012570,OD099961,ORD033395,USR06120,488,Ultra Skincare Products,Health & Beauty,Skincare Products,2023-01-27,2023-02-11,1,141.79,141.79,Wrong size or fit,Refunded,True
RET012571,OD099969,ORD033397,USR06121,668,Pro Storage Solutions,Home & Living,Storage Solutions,2023-07-31,2023-08-11,1,125.79,125.79,Product did not meet expectations,Refunded,True
RET012572,OD099989,ORD033405,USR06123,471,Ultra Men's Grooming,Health & Beauty,Men's Grooming,2023-02-21,2023-03-09,1,93.99,93.99,Product did not meet expectations,Refunded,True
RET012573,OD100004,ORD033409,USR06123,272,Pro Activewear,Fashion & Apparel,Activewear,2023-03-30,2023-04-19,3,111.49,334.47,Product did not meet expectations,Refunded,True
RET012574,OD100086,ORD033440,USR06128,144,Deluxe Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2023-11-13,2023-12-02,2,158.99,317.98,Product did not meet expectations,Refunded,True
RET012575,OD100228,ORD033485,USR06135,714,Premium Bedding & Linens,Home & Living,Bedding & Linens,2023-04-28,2023-05-19,2,108.49,216.98,Wrong size or fit,Refunded,True
RET012576,OD100265,ORD033500,USR06137,619,Compact Wellness Supplements,Health & Beauty,Wellness Supplements,2023-04-28,2023-05-06,2,164.0,328.0,Product did not meet expectations,Refunded,True
RET012577,OD100267,ORD033500,USR06137,279,Portable Swimwear,Fashion & Apparel,Swimwear,2023-04-28,2023-05-13,4,109.0,436.0,Damaged item,Refunded,True
RET012578,OD100307,ORD033511,USR06139,24,Eco Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2023-02-16,2023-03-12,1,50.79,50.79,Product did not meet expectations,Refunded,True
RET012579,OD100313,ORD033512,USR06139,533,Premium Skincare Products,Health & Beauty,Skincare Products,2023-11-14,2023-12-08,1,85.0,85.0,Wrong size or fit,Refunded,True
RET012580,OD100455,ORD033556,USR06148,798,Eco Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,2023-01-17,2023-02-16,2,30.79,61.58,Wrong size or fit,Refunded,True
RET012581,OD100486,ORD033566,USR06150,518,Portable Bath & Body Products,Health & Beauty,Bath & Body Products,2023-05-26,2023-06-11,2,25.79,51.58,Damaged item,Refunded,True
RET012582,OD100584,ORD033600,USR06158,623,Portable Bath & Body Products,Health & Beauty,Bath & Body Products,2023-09-02,2023-09-25,1,71.0,71.0,Damaged item,Refunded,True
RET012583,OD100713,ORD033643,USR06166,30,Deluxe Swimwear,Fashion & Apparel,Swimwear,2023-03-30,2023-04-11,3,150.0,450.0,Product did not meet expectations,Refunded,True
RET012584,OD100781,ORD033667,USR06171,207,Ultra Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2023-07-28,2023-08-05,2,63.99,127.98,Damaged item,Refunded,True
RET012585,OD100783,ORD033667,USR06171,796,Classic Camping Gear,Sports & Outdoors,Camping Gear,2023-07-28,2023-08-26,3,181.0,543.0,Changed mind,Refunded,True
RET012586,OD100787,ORD033668,USR06171,301,Deluxe Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2023-11-28,2023-12-23,2,16.0,32.0,Product did not meet expectations,Refunded,True
RET012587,OD100914,ORD033712,USR06178,204,Portable Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2023-11-07,2023-11-25,2,80.79,161.58,Changed mind,Refunded,True
RET012588,OD100934,ORD033719,USR06180,371,Premium Fragrances,Health & Beauty,Fragrances,2023-02-20,2023-02-26,6,146.49,878.94,Changed mind,Refunded,True
RET012589,OD101003,ORD033740,USR06182,385,Eco Wellness Supplements,Health & Beauty,Wellness Supplements,2023-09-19,2023-09-29,4,12.99,51.96,Incorrect item received,Refunded,True
